
    2010-09-03,438.80,440.00,433.65,438.79,88.77,18.64
    2010-09-06,439.60,443.94,437.03,440.86,105.32,18.74
    2010-09-07,443.20,443.20,436.51,439.82,92.23,10.12
    2010-09-08,437.60,439.98,434.26,435.92,108.86,18.75
    2010-09-09,439.00,450.00,436.62,448.97,289.79,18.06
    2010-09-13,450.02,459.00,449.60,456.49,165.88,23.19
    2010-09-14,457.20,470.00,457.20,466.84,381.68,24.37
    2010-09-15,467.80,476.80,467.21,475.09,301.31,26.65
    2010-09-16,475.14,483.00,471.07,479.06,305.05,28.06
    2010-09-17,479.06,485.20,477.40,480.12,257.86,26.22
    2010-09-20,480.64,493.99,479.26,489.24,183.1,29.81
    2010-09-21,491.02,498.92,491.02,494.15,404.68,30.57
    2010-09-22,494.00,498.00,490.06,496.33,308.82,29.92
    2010-09-23,494.31,496.37,490.63,492.77,152.35,28.49
    2010-09-24,481.63,500.40,481.63,499.05,346.57,28.98
    2010-09-27,500.00,502.16,486.74,487.69,205.14,29.41
    2010-09-28,487.60,492.34,484.28,490.08,230.03,29.7
    2010-09-29,494.80,494.80,485.24,488.57,190.46,15.35
    2010-09-30,486.00,499.80,485.34,497.87,457.35,25.6
    2010-10-01,498.40,500.80,492.47,500.15,220.08,24.67
    2010-10-04,500.15,504.52,496.64,498.80,174.49,26.78
    2010-10-05,496.28,501.94,487.49,489.56,212.1,27.2
    2010-10-06,491.00,496.00,490.00,491.35,101.15,27.7
    2010-10-07,491.40,494.00,485.31,486.71,109.9,27.68
    2010-10-08,487.03,489.60,478.00,481.15,179.33,24.47
    2010-10-11,488.16,488.16,473.33,477.70,237.0,26.0
    2010-10-12,479.61,480.00,467.91,476.06,184.32,24.74
    2010-10-13,477.00,490.00,473.40,488.25,249.35,28.35
    2010-10-14,489.00,491.20,482.01,484.87,93.71,25.53
    2010-10-15,484.88,488.55,475.99,477.25,140.94,28.02
    2010-10-18,507.98,507.98,470.60,479.69,196.87,29.76
    2010-10-19,484.60,484.60,471.71,473.77,199.55,30.62
    2010-10-20,473.80,474.40,465.62,467.11,115.61,29.21
    2010-10-21,466.01,474.96,463.33,473.02,172.11,24.34
    2010-10-22,476.00,476.00,463.70,465.33,151.39,26.72
2010-10-25,467.20,473.50,459.80,460.94,200.24,29.9
2010-10-26,461.60,465.20,458.20,460.28,116.84,32.6
2010-10-27,461.20,461.20,448.08,450.86,186.69,12.86
2010-10-28,451.30,463.17,448.20,453.34,479.37,29.05
2010-10-29,456.00,459.60,447.40,455.98,184.05,24.61
2010-11-01,459.60,473.20,457.01,469.84,237.32,24.77
2010-11-02,473.00,477.40,468.60,470.07,131.54,24.78
2010-11-03,472.20,474.38,470.21,472.45,83.66,23.93
2010-11-04,478.00,481.00,473.51,477.84,116.14,23.77
2010-11-05,480.00,481.40,477.00,478.68,9.41,20.44
2010-11-08,478.68,480.00,465.09,467.08,100.22,25.73
2010-11-09,468.00,481.36,466.07,479.70,162.99,24.55
2010-11-10,480.00,483.96,476.67,479.17,107.22,26.04
2010-11-11,477.02,481.88,467.25,470.66,79.75,27.14
2010-11-12,469.00,475.80,461.00,462.98,145.0,25.72
2010-11-15,463.00,478.40,462.80,477.17,269.4,25.55
2010-11-16,479.94,479.94,465.00,474.52,215.94,25.37
2010-11-18,483.80,483.80,463.75,468.07,195.44,28.1
2010-11-19,469.00,472.80,458.40,460.72,135.74,27.79
2010-11-22,464.20,478.19,461.20,475.98,129.73,30.99
2010-11-23,473.00,476.00,461.49,474.36,134.14,35.75
2010-11-24,470.80,474.78,457.99,462.28,96.4,39.09
2010-11-25,465.00,471.74,458.45,464.61,264.26,11.12
2010-11-26,465.20,468.00,455.20,459.58,174.12,25.35
2010-11-29,460.00,463.58,457.00,459.58,136.21,24.56
2010-11-30,459.40,466.81,451.70,457.08,197.71,25.4
2010-12-01,457.71,475.00,456.00,473.41,188.13,21.19
2010-12-02,475.60,480.00,470.62,478.35,175.63,20.79
2010-12-03,479.00,480.00,474.40,479.13,94.57,19.49
2010-12-06,484.00,485.00,475.05,476.65,112.54,21.38
2010-12-07,476.00,478.00,465.70,470.33,201.81,22.8
2010-12-08,468.00,468.00,453.04,456.09,268.36,25.99
2010-12-09,454.63,456.88,443.86,446.40,409.74,28.4
2010-12-10,440.00,446.45,434.06,444.47,453.67,30.74
2010-12-13,448.60,449.00,436.28,447.80,175.44,29.8
2010-12-14,449.40,455.18,442.40,447.65,132.66,30.11
2010-12-15,446.00,446.00,430.00,432.58,245.38,30.76
2010-12-16,432.60,443.92,430.00,440.16,212.78,30.58
2010-12-20,439.96,439.96,430.29,434.50,112.16,30.01
2010-12-21,434.60,443.81,434.38,442.82,136.28,29.83
2010-12-22,446.60,448.00,434.01,435.76,165.37,26.83
2010-12-23,436.00,440.80,434.79,438.19,71.52,27.52
2010-12-24,437.80,444.95,435.00,443.68,77.47,25.88
2010-12-27,443.80,446.00,439.42,442.74,83.38,28.23
2010-12-28,444.78,453.74,443.03,451.23,104.79,32.58
2010-12-29,451.20,467.36,450.71,465.56,186.31,32.66
2010-12-30,467.24,468.68,457.61,461.10,167.27,22.81
2010-12-31,461.00,473.00,458.41,469.27,193.7,21.49
2011-01-03,474.00,479.93,470.08,478.10,128.78,20.85
2011-01-04,477.30,477.60,466.60,469.11,195.09,23.82
2011-01-05,469.94,469.94,459.50,461.64,181.08,25.21
2011-01-06,463.20,468.53,461.80,465.55,126.31,25.63
2011-01-07,465.24,465.24,452.20,453.89,181.15,27.32
2011-01-10,451.21,454.00,427.60,430.45,437.52,34.4
2011-01-11,434.00,443.74,425.00,429.32,262.73,33.94
2011-01-12,433.80,442.80,421.32,441.06,213.98,32.34
2011-01-13,441.80,443.48,425.28,428.60,204.62,34.26
2011-01-14,430.00,441.60,406.00,409.91,270.52,36.94
2011-01-17,412.00,418.60,410.11,413.62,254.2,38.96
2011-01-18,417.36,423.20,409.33,421.87,175.82,34.57
2011-01-19,422.33,422.81,412.60,415.09,187.19,36.6
2011-01-20,413.85,426.88,409.18,423.51,200.97,36.38
2011-01-21,420.80,424.94,415.22,418.83,173.96,34.46
2011-01-24,419.00,430.80,414.60,429.72,269.95,39.33
2011-01-25,430.24,434.97,414.02,416.86,298.84,37.72
2011-01-27,420.00,420.00,408.20,410.18,393.3,28.93
2011-01-28,411.00,417.87,408.41,410.85,367.42,29.3
2011-01-31,408.54,412.69,399.24,409.46,225.02,28.17
2011-02-01,415.38,415.38,403.02,407.92,174.38,28.74
2011-02-02,410.30,412.70,401.24,403.98,198.45,27.41
2011-02-03,404.00,414.35,402.00,412.19,118.79,25.74
2011-02-04,410.20,417.00,401.00,403.55,189.23,24.97
2011-02-07,409.00,412.00,404.04,407.77,175.49,27.27
2011-02-08,411.98,411.99,397.02,400.57,144.8,27.55
2011-02-09,399.60,407.00,396.28,404.46,148.13,27.57
2011-02-10,403.20,409.80,400.00,403.17,233.72,29.42
2011-02-11,399.00,412.00,399.00,411.86,206.33,27.51
2011-02-14,410.03,422.04,410.03,421.09,123.77,25.42
2011-02-15,422.00,425.60,415.06,421.40,160.09,24.9
2011-02-16,422.80,424.40,417.01,418.97,95.41,26.19
2011-02-17,420.00,438.80,419.00,437.12,255.35,19.79
2011-02-18,436.80,448.62,433.05,435.22,437.18,28.05
2011-02-21,433.00,441.60,426.50,440.34,121.29,29.4
2011-02-22,438.00,438.34,425.08,427.69,124.7,38.81
2011-02-23,425.04,430.60,420.04,422.82,130.33,37.68
2011-02-24,417.40,423.71,409.15,411.82,208.26,24.6
2011-02-25,417.40,417.40,403.60,408.43,129.59,32.64
2011-02-28,412.80,424.19,407.00,410.45,226.78,30.87
2011-03-01,414.96,430.00,411.80,427.80,217.77,27.96
2011-03-03,426.98,444.46,426.01,438.63,276.76,29.48
2011-03-04,442.00,446.58,441.30,443.65,218.88,27.57
2011-03-07,440.80,440.80,430.18,434.63,139.53,35.71
2011-03-08,431.60,443.70,431.30,441.30,197.84,34.39
2011-03-09,442.00,447.74,439.00,441.21,199.51,34.14
2011-03-10,438.40,443.00,436.47,441.68,164.47,29.94
2011-03-11,436.41,443.40,435.00,437.27,143.61,31.7
2011-03-14,434.40,443.80,434.40,442.95,144.23,33.64
2011-03-15,434.00,441.54,426.00,436.93,299.65,35.65
2011-03-16,439.20,441.00,435.72,436.75,127.35,30.84
2011-03-17,434.04,446.60,433.23,436.30,370.07,32.97
2011-03-18,436.00,439.24,428.42,429.86,104.12,33.74
2011-03-21,434.04,435.74,429.29,430.89,133.0,34.2
2011-03-22,431.82,434.60,428.41,430.32,101.74,29.02
2011-03-23,430.00,436.38,429.01,432.84,100.94,27.35
2011-03-24,435.80,439.78,433.70,438.56,96.4,26.02
2011-03-25,441.40,455.00,440.00,453.01,199.42,27.14
2011-03-28,453.00,462.40,453.00,459.35,250.87,34.92
2011-03-29,462.00,464.76,456.93,461.03,249.89,40.77
2011-03-30,463.00,472.80,461.20,468.30,259.64,44.53
2011-03-31,470.00,479.18,461.02,469.17,445.13,26.57
2011-04-01,470.60,473.00,464.60,466.75,102.01,24.53
2011-04-04,468.00,481.00,468.00,480.16,150.92,23.72
2011-04-05,480.00,481.99,473.63,479.15,201.06,25.24
2011-04-06,478.20,479.00,470.20,475.19,153.48,24.31
2011-04-07,475.00,475.60,467.92,470.95,154.3,23.43
2011-04-08,470.80,477.00,469.02,470.48,182.4,23.07
2011-04-11,465.04,467.51,457.72,459.21,257.69,25.09
2011-04-13,455.89,476.73,455.00,473.79,210.71,23.86
2011-04-15,475.00,478.40,468.80,472.62,203.28,31.27
2011-04-18,475.76,479.97,460.87,462.36,242.93,38.5
2011-04-19,468.00,471.76,464.89,469.50,175.13,33.29
2011-04-20,472.11,477.80,469.60,474.39,154.75,29.8
2011-04-21,476.40,483.38,476.40,482.13,389.84,22.72
2011-04-25,484.60,488.21,477.20,478.20,152.12,27.68
2011-04-26,477.31,479.57,468.10,471.97,149.09,30.47
2011-04-27,475.20,475.80,465.26,470.65,168.17,32.37
2011-04-28,472.63,473.80,466.00,467.55,313.58,25.18
2011-04-29,465.00,467.94,456.20,459.11,213.93,22.3
2011-05-02,461.20,463.14,452.40,458.03,161.19,22.51
2011-05-03,457.71,459.13,444.44,447.13,242.41,24.11
2011-05-04,448.80,457.03,441.56,452.29,298.15,20.19
2011-05-05,451.17,454.96,442.00,444.09,208.62,22.72
2011-05-06,445.00,464.00,445.00,459.45,244.94,19.88
2011-05-09,460.40,463.00,449.68,455.77,88.79,23.12
2011-05-10,455.60,455.60,445.02,449.28,146.95,22.75
2011-05-11,452.00,453.78,444.20,452.21,110.24,22.22
2011-05-12,450.00,452.98,447.00,448.04,106.4,21.99
2011-05-13,446.40,458.00,445.17,450.21,131.85,21.82
2011-05-16,449.00,453.22,447.26,450.61,141.34,29.39
2011-05-17,450.40,454.79,448.20,450.49,138.01,23.98
2011-05-18,451.62,455.54,448.60,453.47,156.96,23.07
2011-05-19,454.10,456.80,451.54,454.76,170.96,23.94
2011-05-20,454.00,464.00,451.08,463.14,273.71,16.41
2011-05-23,459.00,459.76,449.19,452.94,227.59,23.58
2011-05-24,450.80,458.50,449.64,451.06,102.35,25.36
2011-05-25,450.00,453.40,449.07,450.95,93.77,28.27
2011-05-26,451.00,455.40,448.00,452.84,225.11,18.84
2011-05-27,452.98,462.40,452.51,460.73,133.69,15.37
2011-05-30,460.80,465.52,459.47,461.52,90.61,16.62
2011-05-31,464.98,481.74,463.00,479.91,420.43,14.38
2011-06-01,478.00,481.40,474.95,479.64,157.56,15.8
2011-06-02,471.01,473.34,469.00,472.06,158.44,20.21
2011-06-03,471.99,474.17,469.70,471.35,141.25,19.08
2011-06-06,469.06,478.00,469.06,476.25,138.24,21.66
2011-06-07,473.02,478.14,472.76,475.30,96.61,18.17
2011-06-08,471.24,474.40,469.64,471.05,121.42,20.48
2011-06-09,470.95,474.92,468.30,472.56,76.23,20.06
2011-06-10,473.60,474.90,466.04,472.49,103.0,19.02
2011-06-13,470.63,476.00,468.83,474.52,92.73,20.55
2011-06-14,475.60,479.60,473.10,476.50,148.33,21.76
2011-06-15,476.00,479.16,473.40,474.56,167.75,21.74
2011-06-16,472.80,474.40,467.61,468.60,99.16,20.48
2011-06-17,470.10,473.22,466.73,469.86,167.02,20.07
2011-06-20,468.43,472.29,454.39,459.80,179.78,21.54
2011-06-21,460.40,468.80,460.40,465.11,118.28,21.62
2011-06-22,466.49,469.56,462.48,464.54,71.92,21.02
2011-06-23,463.80,467.89,462.00,466.75,96.19,23.87
2011-06-24,469.80,477.99,468.31,476.63,196.49,24.49
2011-06-27,476.60,486.37,474.53,483.23,247.66,30.48
2011-06-28,485.88,486.00,480.91,484.61,147.52,32.77
2011-06-29,487.00,499.80,487.00,497.82,252.96,30.2
2011-06-30,499.80,504.99,495.23,503.11,336.32,20.82
2011-07-01,508.00,509.52,495.60,500.25,166.15,22.59
2011-07-04,507.00,508.40,502.48,506.44,181.1,23.16
2011-07-05,504.40,510.40,502.90,508.23,134.61,24.51
2011-07-06,507.00,512.00,503.00,509.06,150.06,23.15
2011-07-07,509.22,514.99,506.83,513.16,189.33,23.2
2011-07-08,513.20,516.66,510.74,511.83,193.95,21.89
2011-07-11,511.80,512.82,503.02,504.87,100.75,24.67
2011-07-12,502.00,502.00,492.04,495.95,182.66,24.61
2011-07-13,498.00,505.79,495.61,503.94,93.42,24.68
2011-07-14,505.1,513.3,498.8,505.95,118.27,26.26
2011-07-15,506.45,510.45,503,508.95,69.67,25.8
2011-07-18,511.95,518.9,508,515.05,79.96,29.01
2011-07-19,517.5,519,508.35,510.85,218.8,26.11
2011-07-20,516.4,516.4,502,503.1,94.2,24.85
2011-07-21,504.8,504.9,494.5,496.3,160.35,23.35
2011-07-22,500,507.05,498.85,501.55,158.8,22.83
2011-07-25,501.55,506.5,497.15,505.2,167.77,32.05
2011-07-26,505.35,510.2,495.25,498.15,132.25,30.75
2011-07-27,499.35,503.95,492,502.05,137.81,33.06
2011-07-28,499.5,499.5,484.6,487.3,262.26,21.94
2011-07-29,489.9,489.9,481.1,486.8,145.58,22.53
2011-08-01,493.45,495.95,484.5,488,107.73,22.95
2011-08-02,487.9,487.9,480,482.85,95.81,23.56
2011-08-03,478.7,489.4,476,482.05,100.36,23.27
2011-08-04,484.1,488.9,475,476.45,88.0,24.67
2011-08-05,465,475.8,457.1,473.05,148.2,26.98
2011-08-08,463,480,458.05,462.1,200.36,32.2
2011-08-09,450,473.55,449.85,464.45,206.98,39.77
2011-08-10,494.8,494.8,473.4,479.9,156.19,27.73
2011-08-11,478.7,484.7,475,479.95,101.07,29.76
2011-08-12,485.1,486,464.1,468.05,134.14,29.66
2011-08-16,478.4,478.4,454.65,456.45,141.88,32.38
2011-08-17,456.05,472.45,455.9,467.5,145.75,31.95
2011-08-18,468.3,474.85,458.55,462.4,267.41,36.88
2011-08-19,455,463.5,450,460.85,204.4,37.82
2011-08-22,460.05,463.95,450.7,453.05,135.98,43.36
2011-08-23,457.4,462.5,445.3,459.4,183.76,44.39
2011-08-24,458,462.4,452.5,456,145.55,46.67
2011-08-25,459.4,459.4,440.7,443.65,259.98,31.47
2011-08-26,444,450.55,436.15,438.95,94.33,32.25
2011-08-29,444.5,457.95,443.15,456.45,131.3,26.25
2011-08-30,461.95,475,458.8,471.95,181.61,25.4
2011-09-02,484,484,468,472.8,179.73,24.85
2011-09-05,469.8,474,462.65,470.25,138.04,26.97
2011-09-06,468.6,476.4,460,472.8,208.85,30.01
2011-09-07,476,489.95,472.85,488.1,178.89,25.12
2011-09-08,489.7,489.7,479.15,483.7,98.58,27.74
2011-09-09,483.9,485.7,470.7,473.25,123.8,28.55
2011-09-12,467,471.2,462.5,469.35,81.53,33.1
2011-09-13,471,475.8,464,467.7,84.31,33.45
2011-09-14,467.4,483.1,461.05,478.9,91.34,33.8
2011-09-15,485.9,488.05,471.6,484.65,104.87,30.28
2011-09-16,486.25,490,476.3,483.7,132.35,29.55
2011-09-19,481.9,487,477.1,484.75,101.16,32.56
2011-09-20,485,493.25,483,491.35,144.54,32.17
2011-09-21,492.75,497.65,488.4,494.5,159.29,28.58
2011-09-22,487.9,489,465.5,472.3,121.55,36.08
2011-09-23,468.55,470,452.5,456.4,376.84,37.37
2011-09-26,456,457.65,439.45,450.1,311.18,48.98
2011-09-27,458,461.9,454.1,457.45,183.47,44.26
2011-09-28,462.4,465.35,451.75,458,173.95,44.44
2011-09-29,457.55,474.8,452.65,470.6,381.18,36.36
2011-09-30,465.85,474.8,464.4,467.65,223.31,35.73
2011-10-03,460.15,464.9,450.75,456.05,206.38,41.63
2011-10-04,452.5,456,440.5,448.9,168.12,42.09
2011-10-05,448.95,456.25,436.55,438.7,184.25,41.4
2011-10-07,452.7,460,446.2,450,213.25,37.16
2011-10-10,452,458,450.05,454.7,273.76,36.33
2011-10-11,460.7,464.9,455.15,457.5,115.05,35.02
2011-10-12,461.95,469.9,453.45,467.15,206.81,34.57
2011-10-13,475,476.2,467.6,470.65,138.55,33.21
2011-10-14,469,476.4,465.35,473.9,78.5,33.83
2011-10-17,476.6,480.5,472.35,478.05,84.56,33.9
2011-10-18,473.9,481.4,472,478.15,96.45,36.2
2011-10-19,482.95,494.6,479.3,491.85,212.4,31.41
2011-10-20,488,492.4,480.6,489.55,137.95,30.34
2011-10-21,490.05,491.8,483.3,487,111.83,29.76
2011-10-24,492.75,497,482.95,484.35,119.44,49.19
2011-10-25,487.85,490.75,448.55,468,958.22,33.33
2011-10-26,472,474.9,470,472,23.55,29.78
2011-10-28,486,494.5,479.75,482.65,217.94,30.6
2011-10-31,483,491.75,477.15,490,156.41,31.88
2011-11-01,485.1,493,480,482.3,161.24,32.86
2011-11-02,478.7,488,477.5,483.1,122.65,32.88
2011-11-03,481,484.85,472.1,481.85,125.42,31.83
2011-11-04,486.7,487.9,480.3,483,82.18,30.42
2011-11-08,483,487.35,478.5,484.25,101.23,30.83
2011-11-09,485,485.7,475.3,477.25,103.41,31.34
2011-11-11,475.65,478.4,462.6,464.05,108.0,31.01
2011-11-14,469.9,479.85,468.95,471.4,145.38,30.84
2011-11-15,470.7,477.8,469.9,472.25,137.94,31.71
2011-11-16,470,472,460.3,465.7,83.13,33.71
2011-11-17,463.15,470,456.6,459.35,124.58,35.48
2011-11-18,455.2,461.6,450.1,458.3,133.53,33.2
2011-11-21,456,456,440,444.65,114.3,41.91
2011-11-22,447,449.5,440,444.05,169.42,44.2
2011-11-23,441.75,441.75,414.2,426.1,271.61,50.79
2011-11-24,428.8,435,411.3,429.65,305.61,35.89
2011-11-25,427.75,434.9,419.05,430.9,202.42,34.49
2011-11-28,436,444.95,434.1,440.85,119.4,32.96
2011-11-29,444,445.55,432.2,435.2,162.94,31.59
2011-11-30,429.2,449.65,429.2,442.5,311.33,33.21
2011-12-01,458.95,467,449.45,453.5,158.91,30.45
2011-12-02,455.15,467.9,453.15,466,129.59,29.52
2011-12-05,463.7,467.45,458,462.35,101.06,31.07
2011-12-07,470,470.9,462.1,467.1,130.48,30.73
2011-12-08,467,467.7,451.1,453.75,143.48,32.98
2011-12-09,447,451.2,440.5,443.75,151.77,33.35
2011-12-12,448.1,450.95,426.3,432.05,132.3,33.04
2011-12-13,428,445.4,426,438.4,161.54,35.45
2011-12-14,439,443.75,430.25,434.35,265.43,37.69
2011-12-15,429,436,427,431.35,291.07,37.71
2011-12-16,434.1,440.5,410,415.3,314.61,38.75
2011-12-19,412.05,413,400.25,406,328.22,43.54
2011-12-20,406,421.6,404,414.2,206.41,42.26
2011-12-21,426,439.4,417.8,435.45,159.95,38.15
2011-12-22,431.5,444.8,428.8,442.85,148.23,38.13
2011-12-23,444.2,446.5,436,437.55,75.65,32.75
2011-12-26,439,445.4,437.05,443.7,50.54,41.31
2011-12-27,440.3,443.6,435.7,439.7,69.14,40.24
2011-12-28,442.5,443,433.05,439.8,83.84,38.61
2011-12-29,435.65,442,426,429.6,118.6,36.13
2011-12-30,433.8,434,422.1,426.85,82.32,34.89
2012-01-02,428.9,429.8,419.5,426.85,74.45,37.06
2012-01-03,431.4,440.9,430,439.15,74.92,34.8
2012-01-04,441.9,444.95,430.85,443.3,106.92,34.32
2012-01-05,444,446.7,440.3,443.65,75.08,34.9
2012-01-06,441,457.15,438.95,453.3,89.05,35.82
2012-01-07,453,453.3,450,450.95,6.38,16.52
2012-01-09,451.9,457.1,446,455.7,95.82,34.78
2012-01-10,460,462.3,456,459.7,103.21,33.8
2012-01-11,460.5,464,455,462.65,88.69,34.47
2012-01-12,461.7,469.1,461.2,466.65,92.85,34.94
2012-01-13,470,473.05,461.05,469.6,86.17,32.32
2012-01-16,466.8,467.85,458.25,460.5,73.5,36.98
2012-01-17,463.9,469,463,468.4,85.55,37.49
2012-01-18,472.9,485.4,469.6,481.9,240.19,37.28
2012-01-19,486,490.25,480.3,486.8,204.48,35.84
2012-01-20,490,493.45,480.45,490.55,174.88,32.4
2012-01-23,486,487.75,480.9,484,91.3,48.92
2012-01-24,485.25,493.1,480.55,488.8,184.15,44.86
2012-01-25,490.25,493,485.75,490.2,181.16,29.94
2012-01-27,503.9,504,479.65,484.2,181.66,30.71
2012-01-30,482.95,483,473,479.05,118.98,32.37
2012-01-31,483.5,495,479.85,492.1,129.75,30.1
2012-02-01,494.5,499.7,481.35,497.15,147.35,29.51
2012-02-02,499,500,491.3,497.9,284.24,29.21
2012-02-03,497.5,508,495.25,506.25,187.23,29.92
2012-02-06,510,516,500,507.7,220.97,30.28
2012-02-07,514,515.4,508,509.3,154.48,31.63
2012-02-08,510.7,517.8,502.75,508.45,177.04,30.64
2012-02-09,505.7,525.95,505.65,522.55,224.61,31.15
2012-02-10,522.8,525.65,514,517.5,149.39,30.0
2012-02-13,518.65,525,515.9,521.95,190.9,31.24
2012-02-14,522.5,523.8,515.05,517.9,169.97,28.32
2012-02-15,520.5,534.9,517.25,533.05,255.42,31.1
2012-02-16,531,537.85,523.25,526.45,107.19,34.06
2012-02-17,531.25,533,520.1,528.3,187.31,31.55
2012-02-21,526,533.5,520.5,532.05,195.25,36.32
2012-02-22,530,538.9,526.65,531.45,185.6,43.93
2012-02-23,527.2,535.95,527.2,533.15,227.52,30.63
2012-02-24,527.2,535.4,515.35,524.65,214.71,31.33
2012-02-27,526.9,531.45,512.15,515.6,200.11,33.93
2012-02-28,519.25,533.4,513.2,530.5,193.37,33.3
2012-02-29,533.9,539.9,513.35,517.1,261.01,33.5
2012-03-01,517,522.3,505.3,514,155.93,34.28
2012-03-02,514,525,507.75,518.75,104.82,34.89
2012-03-03,518,521.5,518,519.3,4.05,9.91
2012-03-05,520,520.95,505.55,510.95,128.12,35.45
2012-03-06,509.8,521,503.25,507.4,148.31,35.64
2012-03-07,506.85,518,497.55,515.65,96.21,35.71
2012-03-09,522,527,519.65,523.2,121.84,35.44
2012-03-12,534,534.5,517,518.95,145.86,36.75
2012-03-13,523,527.5,520.35,524.4,145.25,33.56
2012-03-14,528.1,530,521.45,528.2,154.22,33.78
2012-03-15,528,530,509.05,510.8,192.76,33.04
2012-03-16,510,524.9,505,507.85,165.15,31.85
2012-03-19,510.05,510.05,495.1,498.85,191.1,34.86
2012-03-20,496,510.85,493,505.4,79.8,32.86
2012-03-21,503,517.85,503,515.65,153.78,34.32
2012-03-22,513.9,522.4,500.1,504.25,145.0,33.51
2012-03-23,509.5,518.75,500.95,513.95,103.05,30.81
2012-03-26,513.5,516.5,505.65,511.65,125.25,38.59
2012-03-27,515,521.8,512,518.85,153.23,41.12
2012-03-28,518.5,518.5,510.05,513.45,111.68,41.56
2012-03-29,508,514.1,505,510.1,206.73,29.34
2012-03-30,512,523.85,509.75,519.85,145.01,28.17
2012-04-02,518,529.95,516.1,528.35,72.63,25.62
2012-04-03,533,536.4,528,530.2,172.26,26.1
2012-04-04,525.25,529,524.4,526.55,54.97,27.45
2012-04-09,523.75,526.3,520,521.75,65.83,29.68
2012-04-10,523.4,526,515.85,524.85,75.87,29.15
2012-04-11,521.85,530.95,517.1,526.45,97.63,29.31
2012-04-12,525,534.5,524.3,530.4,160.72,28.22
2012-04-13,536.4,537.75,523.9,529.35,131.2,29.18
2012-04-16,528.9,531,524.1,529.75,229.69,35.87
2012-04-17,532,535.9,521.1,530.25,207.32,33.61
2012-04-18,533,539.9,533,537.65,161.25,26.71
2012-04-19,540,555.6,537.2,554.05,224.31,24.34
2012-04-20,552.25,558,546.45,551.1,217.31,22.59
2012-04-23,551.95,556,543.3,545.35,115.92,29.44
2012-04-24,546.1,546.5,539.4,541.85,118.78,27.28
2012-04-25,544,549.5,538,546.65,146.6,19.82
2012-04-26,545,549.95,539,540.5,126.9,22.72
2012-04-27,542,546,534.2,541.15,61.4,20.43
2012-04-28,543.95,544.85,542.35,543.55,2.52,11.47
2012-04-30,543.8,549,540.35,542.5,82.12,22.21
2012-05-02,540.7,551,540.7,549.9,123.12,22.01
2012-05-03,545.5,558,545.45,554.05,189.71,22.01
2012-05-04,551.2,553.7,534.65,537.5,167.5,23.1
2012-05-07,531.9,534.55,516.4,532.25,219.28,24.29
2012-05-08,532.9,536.4,513.25,515.35,147.51,25.61
2012-05-09,513.7,522.6,505.4,512.65,193.21,27.72
2012-05-10,511.05,522.9,510,517.5,156.49,26.02
2012-05-11,513.25,520,508.2,510.55,103.54,26.19
2012-05-14,510.75,511.8,494.05,500.55,138.36,28.36
2012-05-15,496,504.45,496,499.1,100.37,27.39
